
0,5,7.243634309203268,6.394391013401258
0,8,6.750353513683319,6.01780621109906
0,7,6.371620921580611,5.684709608823952
0,9,6.212689308044782,5.571792091525163
0,4,6.728214027819203,6.00662995283613
0,12,6.562535136883785,5.769155701337849
0,12,6.253618550506815,5.586239413882408
0,26,5.742221937141736,4.9194227886774415
0,32,5.6995752631029815,4.858151936014198
0,14,6.773826516585566,6.096835094702703
0,28,5.588041280892276,4.839963391029593
0,6,6.9695456551733574,6.61695112984079
0,7,6.704444128342494,6.358116955096958
0,3,7.163060087066127,6.678715878162293
2,25,6.305501540188355,5.736991107423126
0,5,8.002867753856641,7.638691722401371
0,14,6.441529081393097,5.939907920615637
0,7,8.165425964401221,7.792510693089672
0,26,5.475081536471479,5.125334263120788
0,17,6.637868339929319,6.3090739709225865
0,6,7.759805460217885,7.300073042059087
0,4,6.984520663991743,6.5837364732981625
0,0,8.126647764190265,8.330733921154076
0,1,8.741941216741079,8.594993618279638
0,2,9.120362475602866,9.110849957667705
0,2,7.9011935334018215,7.858261374601866
0,2,8.06383397981689,7.986764830649372
0,2,7.831010214459296,7.711094696965254
0,0,8.573007870717463,8.519157282513605
0,2,7.4502689975688,7.307680269092669
0,2,7.090354291564911,6.999880667808836
0,7,7.348322388292024,7.406372285563725
0,10,7.095134798802875,7.171642090654064
0,2,6.928390328333804,6.980606180527298
0,1,7.2942365398723945,7.237034656420637
0,7,6.340256766645447,6.304101585949176
