0,5,7.24363430920327,6.39439101340126,Normal
0,8,6.75035351368332,6.01780621109906,Normal
0,7,6.37162092158061,5.68470960882395,Normal
0,9,6.21268930804478,5.57179209152516,Normal
0,4,6.7282140278192,6.00662995283613,Normal
0,12,6.56253513688379,5.76915570133785,Normal
0,12,6.25361855050682,5.58623941388241,Normal
0,26,5.74222193714174,4.91942278867744,Normal
0,32,5.69957526310298,4.8581519360142,Normal
0,14,6.77382651658557,6.0968350947027,Normal
0,28,5.58804128089228,4.83996339102959,Normal
0,6,6.96954565517336,6.61695112984079,Normal
0,7,6.70444412834249,6.35811695509696,Normal
0,3,7.16306008706613,6.67871587816229,Normal
2,25,6.30550154018836,5.73699110742313,Normal
0,5,8.00286775385664,7.63869172240137,Normal
0,14,6.4415290813931,5.93990792061564,Normal
0,7,8.16542596440122,7.79251069308967,Normal
0,26,5.47508153647148,5.12533426312079,Normal
0,17,6.63786833992932,6.30907397092259,Normal
0,6,7.75980546021789,7.30007304205909,Normal
0,4,6.98452066399174,6.58373647329816,Normal
0,0,8.12664776419027,8.33073392115408,Normal
0,1,8.74194121674108,8.59499361827964,Normal
0,2,9.12036247560287,9.11084995766771,Normal
0,2,7.90119353340182,7.85826137460187,Normal
0,2,8.06383397981689,7.98676483064937,Normal
0,2,7.8310102144593,7.71109469696525,Normal
0,0,8.57300787071746,8.51915728251361,Normal
0,2,7.4502689975688,7.30768026909267,Normal
0,2,7.09035429156491,6.99988066780884,Normal
0,7,7.34832238829202,7.40637228556373,Normal
0,10,7.09513479880288,7.17164209065406,Normal
0,2,6.9283903283338,6.9806061805273,Normal
0,1,7.29423653987239,7.23703465642064,Normal
0,7,6.34025676664545,6.30410158594918,Normal
0,50,4.6845432870904,4.21081432229018,Drowsy
0,65,4.32793146649138,3.82085297403402,Drowsy
0,26,6.6877735134318,5.92142092165741,Drowsy
0,62,4.35171837369593,3.69757488651194,Drowsy
1,32,6.72730641731545,6.10557354088857,Drowsy
3,41,6.11945424341237,5.50554726966847,Drowsy
1,29,6.42770057742209,5.77663821442216,Drowsy
0,44,5.79081365361655,5.11386937238609,Drowsy
0,36,6.29566178862702,5.52268888815885,Drowsy
1,45,5.77566440672066,5.08469950551323,Drowsy
0,26,5.92819559458403,5.26386220884425,Drowsy
0,36,5.51154508756724,4.77296355452168,Drowsy
0,42,5.5190154431732,5.0015228215882,Drowsy
0,24,5.91467533972187,5.70713812851862,Drowsy
0,34,5.30753223429693,5.13844927465715,Drowsy
0,41,5.79705567537203,5.39296599022318,Drowsy
1,16,7.88279303700578,7.33476309327433,Drowsy
0,27,7.13209425514485,6.6792182936459,Drowsy
0,26,6.47880110068218,5.87030036441658,Drowsy
0,17,6.36967587641846,5.79557288399704,Drowsy
0,33,5.81169305512714,5.37298892858839,Drowsy
4,34,5.94694612663949,5.68725888436576,Drowsy
1,41,5.25902822146528,4.94124298796871,Drowsy
0,29,5.61128745186977,5.07853635978263,Drowsy
2,32,4.96304014483576,4.42366583416818,Drowsy
0,41,4.14098105750859,4.0136658863359,Drowsy
0,47,3.87178757187174,3.75534750879952,Drowsy
0,38,4.79383566473834,4.80555907714616,Drowsy
0,23,5.89680412862947,5.81913705916526,Drowsy
0,25,5.89438194206321,5.93721806805812,Drowsy
0,20,5.1977544629761,4.95312774403619,Drowsy
0,36,4.90931546273216,4.89800541918207,Drowsy
0,27,5.19707827193209,5.02142739198031,Drowsy
0,10,5.85676144014025,5.80213228978246,Drowsy
0,20,5.54649200301056,5.5000619708573,Drowsy
0,5,6.35420446377593,6.27449941351041,Drowsy
0,39,4.28151181962957,4.06897261544955,Drowsy
